행정구역,순위,2023년 수(명),비율(%)
경상남도 창녕군 부곡면,2678,"3,433",0.01
충청북도 청주시 서원구 현도면,2679,"3,427",0.01
경상북도 포항시 남구 대송면,2680,"3,419",0.01
경상남도 고성군 회화면,2681,"3,413",0.01
강원특별자치도 강릉시 성산면,2682,"3,412",0.01
전라남도 함평군 월야면,2683,"3,405",0.01
제주특별자치도 서귀포시 천지동,2684,"3,401",0.01
부산광역시 동구 수정4동,2685,"3,393",0.01
강원특별자치도 원주시 신림면,2686,"3,390",0.01
강원특별자치도 철원군 김화읍,2687,"3,390",0.01
광주광역시 서구 양동,2688,"3,384",0.01
충청남도 홍성군 금마면,2689,"3,384",0.01
충청남도 예산군 신암면,2690,"3,376",0.01
경상남도 거창군 가조면,2691,"3,373",0.01
전라남도 나주시 다시면,2692,"3,363",0.01
충청북도 괴산군 청안면,2693,"3,349",0.01
강원특별자치도 원주시 호저면,2694,"3,346",0.01
충청북도 청주시 상당구 문의면,2695,"3,342",0.01
전북특별자치도 김제시 용지면,2696,"3,341",0.01
전라남도 진도군 임회면,2697,"3,340",0.01
경상남도 밀양시 초동면,2698,"3,337",0.01
충청남도 홍성군 홍동면,2699,"3,334",0.01
전라남도 보성군 조성면,2700,"3,330",0.01
세종특별자치시 세종시 전동면,2701,"3,328",0.01
전라남도 영암군 신북면,2702,"3,322",0.01
대구광역시 달성군 하빈면,2703,"3,315",0.01
경상북도 문경시 마성면,2704,"3,312",0.01
경상남도 함안군 대산면,2705,"3,307",0.01
충청남도 청양군 정산면,2706,"3,306",0.01
전라남도 해남군 산이면,2707,"3,305",0.01
강원특별자치도 동해시 망상동,2708,"3,304",0.01
강원특별자치도 양구군 국토정중앙면,2709,"3,302",0.01
강원특별자치도 고성군 죽왕면,2710,"3,297",0.01
경상북도 고령군 쌍림면,2711,"3,292",0.01
전라남도 장성군 진원면,2712,"3,291",0.01
전라남도 장성군 남면,2713,"3,290",0.01
인천광역시 중구 용유동,2714,"3,288",0.01
강원특별자치도 횡성군 공근면,2715,"3,286",0.01
경기도 성남시 수정구 시흥동,2716,"3,278",0.01
경기도 성남시 중원구 상대원2동,2717,"3,274",0.01
서울특별시 중구 을지로동,2718,"3,272",0.01
강원특별자치도 횡성군 안흥면,2719,"3,272",0.01
전라남도 완도군 신지면,2720,"3,270",0.01
경상북도 성주군 용암면,2721,"3,270",0.01
전라남도 해남군 화원면,2722,"3,265",0.01
제주특별자치도 제주시 도두동,2723,"3,262",0.01
충청북도 영동군 용산면,2724,"3,247",0.01
경상북도 성주군 월항면,2725,"3,240",0.01
전라남도 신안군 흑산면,2726,"3,239",0.01
강원특별자치도 정선군 임계면,2727,"3,237",0.01
강원특별자치도 강릉시 옥천동,2728,"3,236",0.01
경기도 광명시 광명2동,2729,"3,224",0.01
전북특별자치도 정읍시 태인면,2730,"3,223",0.01
경상남도 사천시 서포면,2731,"3,223",0.01
경기도 하남시 초이동,2732,"3,219",0.01
전북특별자치도 군산시 옥도면,2733,"3,218",0.01
강원특별자치도 강릉시 옥계면,2734,"3,216",0.01
경상남도 밀양시 산외면,2735,"3,216",0.01
전북특별자치도 임실군 오수면,2736,"3,214",0.01
경상북도 김천시 감문면,2737,"3,207",0.01
인천광역시 강화군 송해면,2738,"3,194",0.01
전라남도 신안군 비금면,2739,"3,192",0.01
충청남도 금산군 금성면,2740,"3,190",0.01
경상북도 영천시 대창면,2741,"3,187",0.01
충청남도 논산시 가야곡면,2742,"3,185",0.01
충청남도 아산시 선장면,2743,"3,181",0.01
충청북도 음성군 원남면,2744,"3,163",0.01
경상북도 칠곡군 기산면,2745,"3,158",0.01
강원특별자치도 정선군 신동읍,2746,"3,153",0.01
경상남도 남해군 고현면,2747,"3,153",0.01
충청북도 옥천군 동이면,2748,"3,146",0.01
경상북도 상주시 동성동,2749,"3,146",0.01
경상남도 통영시 도산면,2750,"3,139",0.01
경상남도 사천시 곤양면,2751,"3,138",0.01
경상북도 김천시 대항면,2752,"3,137",0.01
강원특별자치도 홍천군 내면,2753,"3,133",0.01
경상남도 고성군 동해면,2754,"3,133",0.01
경상남도 진주시 대곡면,2755,"3,131",0.01
충청북도 제천시 백운면,2756,"3,130",0.01
전북특별자치도 정읍시 시기동,2757,"3,126",0.01
경상남도 하동군 금남면,2758,"3,121",0.01
전북특별자치도 김제시 백산면,2759,"3,111",0.01
충청북도 충주시 신니면,2760,"3,110",0.01
경상남도 남해군 남면,2761,"3,106",0.01
전라남도 목포시 죽교동,2762,"3,092",0.01
충청북도 진천군 초평면,2763,"3,091",0.01
제주특별자치도 서귀포시 중앙동,2764,"3,087",0.01
충청북도 괴산군 칠성면,2765,"3,084",0.01
전라남도 순천시 향동,2766,"3,083",0.01
충청남도 공주시 신풍면,2767,"3,082",0.01
경상남도 하동군 악양면,2768,"3,078",0.01
경기도 이천시 율면,2769,"3,077",0.01
경상남도 밀양시 상동면,2770,"3,076",0.01
전라남도 영암군 군서면,2771,"3,073",0.01
경상북도 구미시 신평2동,2772,"3,061",0.01
전북특별자치도 익산시 여산면,2773,"3,057",0.01
전라남도 화순군 능주면,2774,"3,051",0.01
전라남도 완도군 군외면,2775,"3,050",0.01
경기도 포천시 화현면,2776,"3,041",0.01
강원특별자치도 태백시 장성동,2777,"3,037",0.01
강원특별자치도 정선군 남면,2778,"3,032",0.01
전라남도 함평군 손불면,2779,"3,030",0.01
충청남도 금산군 복수면,2780,"3,029",0.01
충청남도 서산시 팔봉면,2781,"3,026",0.01
경상북도 청도군 금천면,2782,"3,024",0.01
경상남도 함안군 법수면,2783,"3,015",0.01
인천광역시 중구 율목동,2784,"3,010",0.01
울산광역시 울주군 두서면,2785,"3,010",0.01
전라남도 영암군 시종면,2786,"3,010",0.01
경상북도 경산시 용성면,2787,"3,001",0.01
전라남도 나주시 영산동,2788,"2,998",0.01
강원특별자치도 속초시 대포동,2789,"2,995",0.01
전북특별자치도 고창군 흥덕면,2790,"2,994",0.01
전라남도 화순군 동면,2791,"2,993",0.01
세종특별자치시 세종시 연기면,2792,"2,987",0.01
인천광역시 동구 송현3동,2793,"2,986",0.01
전라남도 장흥군 대덕읍,2794,"2,985",0.01
경상남도 양산시 원동면,2795,"2,984",0.01
전북특별자치도 남원시 동충동,2796,"2,983",0.01
충청남도 금산군 진산면,2797,"2,981",0.01
경상북도 영천시 화남면,2798,"2,977",0.01
경기도 연천군 군남면,2799,"2,976",0.01
강원특별자치도 평창군 용평면,2800,"2,975",0.01
전북특별자치도 익산시 망성면,2801,"2,973",0.01
충청북도 단양군 영춘면,2802,"2,968",0.01
충청북도 음성군 소이면,2803,"2,966",0.01
경상북도 경주시 서면,2804,"2,965",0.01
경상북도 경주시 산내면,2805,"2,964",0.01
강원특별자치도 동해시 발한동,2806,"2,952",0.01
전북특별자치도 남원시 죽항동,2807,"2,944",0.01
충청남도 공주시 이인면,2808,"2,936",0.01
경상북도 성주군 수륜면,2809,"2,936",0.01
충청남도 홍성군 서부면,2810,"2,933",0.01
경상남도 산청군 금서면,2811,"2,932",0.01
충청북도 충주시 엄정면,2812,"2,928",0.01
경상북도 김천시 농소면,2813,"2,927",0.01
전북특별자치도 임실군 관촌면,2814,"2,923",0.01
강원특별자치도 양양군 현남면,2815,"2,922",0.01
경상북도 영주시 안정면,2816,"2,920",0.01
전라남도 순천시 낙안면,2817,"2,918",0.01
전라남도 고흥군 과역면,2818,"2,914",0.01
전북특별자치도 군산시 옥구읍,2819,"2,907",0.01
경상북도 영천시 화산면,2820,"2,903",0.01
경상북도 경산시 남천면,2821,"2,903",0.01
경기도 남양주시 양정동,2822,"2,902",0.01
전라남도 해남군 화산면,2823,"2,901",0.01
전라남도 신안군 안좌면,2824,"2,895",0.01
전북특별자치도 군산시 회현면,2825,"2,893",0.01
전북특별자치도 고창군 대산면,2826,"2,892",0.01
전북특별자치도 군산시 개정동,2827,"2,890",0.01
경상북도 김천시 남면,2828,"2,889",0.01
경상남도 거제시 동부면,2829,"2,889",0.01
전라남도 신안군 임자면,2830,"2,885",0.01
경상북도 문경시 점촌4동,2831,"2,883",0.01
세종특별자치시 세종시 연동면,2832,"2,878",0.01
경상남도 합천군 삼가면,2833,"2,877",0.01
강원특별자치도 동해시 묵호동,2834,"2,875",0.01
충청남도 부여군 석성면,2835,"2,875",0.01
전북특별자치도 익산시 중앙동,2836,"2,864",0.01
전라남도 고흥군 풍양면,2837,"2,863",0.01
충청북도 영동군 양강면,2838,"2,857",0.01
충청남도 금산군 남일면,2839,"2,854",0.01
경상북도 구미시 장천면,2840,"2,852",0.01
충청남도 부여군 세도면,2841,"2,837",0.01
충청남도 예산군 광시면,2842,"2,829",0.01
전북특별자치도 고창군 무장면,2843,"2,829",0.01
경상북도 예천군 풍양면,2844,"2,827",0.01
전북특별자치도 정읍시 장명동,2845,"2,824",0.01
충청남도 천안시 동남구 수신면,2846,"2,823",0.01
충청북도 영동군 심천면,2847,"2,819",0.01
전라남도 고흥군 동강면,2848,"2,818",0.01
충청남도 홍성군 장곡면,2849,"2,801",0.01
충청남도 논산시 노성면,2850,"2,799",0.01
전라남도 순천시 상사면,2851,"2,796",0.01
전북특별자치도 부안군 계화면,2852,"2,794",0.01
전라남도 진도군 지산면,2853,"2,793",0.01
충청북도 옥천군 군북면,2854,"2,792",0.01
충청남도 공주시 탄천면,2855,"2,792",0.01
충청남도 부여군 홍산면,2856,"2,791",0.01
경상북도 문경시 산양면,2857,"2,790",0.01
인천광역시 강화군 내가면,2858,"2,789",0.01
경기도 여주시 금사면,2859,"2,784",0.01
충청북도 옥천군 청산면,2860,"2,782",0.01
강원특별자치도 화천군 하남면,2861,"2,778",0.01
경상북도 김천시 봉산면,2862,"2,777",0.01
전라남도 영암군 학산면,2863,"2,772",0.01
경상남도 거제시 둔덕면,2864,"2,771",0.01
전라남도 보성군 회천면,2865,"2,766",0.01
경상북도 성주군 벽진면,2866,"2,766",0.01
전라남도 진도군 군내면,2867,"2,765",0.01
경상북도 포항시 북구 신광면,2868,"2,765",0.01
전북특별자치도 익산시 낭산면,2869,"2,762",0.01
전라남도 나주시 산포면,2870,"2,762",0.01
충청남도 서천군 비인면,2871,"2,760",0.01
전라남도 나주시 영강동,2872,"2,759",0.01
전북특별자치도 김제시 만경읍,2873,"2,757",0.01
전라남도 순천시 주암면,2874,"2,755",0.01
충청북도 충주시 수안보면,2875,"2,752",0.01
경상북도 봉화군 물야면,2876,"2,745",0.01
부산광역시 중구 동광동,2877,"2,743",0.01
전라남도 완도군 보길면,2878,"2,742",0.01
전라남도 해남군 옥천면,2879,"2,735",0.01
전라남도 함평군 대동면,2880,"2,724",0.01
전라남도 장성군 삼서면,2881,"2,721",0.01
충청남도 예산군 신양면,2882,"2,720",0.01
경상북도 안동시 북후면,2883,"2,720",0.01
서울특별시 중구 소공동,2884,"2,717",0.01
경상북도 포항시 북구 송라면,2885,"2,714",0.01
전라남도 고흥군 도덕면,2886,"2,701",0.01
전라남도 화순군 도곡면,2887,"2,700",0.01
충청남도 부여군 임천면,2888,"2,696",0.01
전라남도 담양군 고서면,2889,"2,694",0.01
경기도 하남시 감북동,2890,"2,693",0.01
전북특별자치도 군산시 성산면,2891,"2,689",0.01
전라남도 고흥군 두원면,2892,"2,686",0.01
전라남도 여수시 남면,2893,"2,672",0.01
전라남도 진도군 조도면,2894,"2,670",0.01
경상북도 상주시 모동면,2895,"2,669",0.01
전라남도 함평군 해보면,2896,"2,667",0.01
전라남도 광양시 옥룡면,2897,"2,661",0.01
경상북도 포항시 남구 제철동,2898,"2,659",0.01
경상북도 포항시 북구 죽장면,2899,"2,658",0.01
서울특별시 중구 명동,2900,"2,656",0.01
경상남도 의령군 부림면,2901,"2,654",0.01
충청남도 금산군 제원면,2902,"2,649",0.01
전라남도 나주시 왕곡면,2903,"2,649",0.01
경상남도 창녕군 도천면,2904,"2,648",0.01
경상남도 하동군 화개면,2905,"2,640",0.01
경상북도 영주시 부석면,2906,"2,637",0.01
전북특별자치도 남원시 인월면,2907,"2,630",0.01
충청남도 공주시 사곡면,2908,"2,623",0.01
전라남도 무안군 몽탄면,2909,"2,622",0.01
경상남도 함안군 산인면,2910,"2,618",0.01
전북특별자치도 군산시 개정면,2911,"2,609",0.01
전라남도 해남군 삼산면,2912,"2,609",0.01
전라남도 구례군 산동면,2913,"2,602",0.01
경상남도 사천시 곤명면,2914,"2,602",0.01
전라남도 완도군 소안면,2915,"2,597",0.01
경상북도 울진군 평해읍,2916,"2,596",0.01
전북특별자치도 완주군 화산면,2917,"2,592",0.01
강원특별자치도 영월군 한반도면,2918,"2,589",0.01
강원특별자치도 인제군 서화면,2919,"2,587",0
충청남도 부여군 장암면,2920,"2,586",0
전라남도 함평군 나산면,2921,"2,582",0
경상북도 영덕군 병곡면,2922,"2,580",0
전라남도 강진군 성전면,2923,"2,578",0
경상북도 상주시 화서면,2924,"2,577",0
인천광역시 강화군 교동면,2925,"2,576",0
전북특별자치도 정읍시 감곡면,2926,"2,576",0
충청북도 괴산군 사리면,2927,"2,574",0
경상북도 안동시 임하면,2928,"2,573",0
경상북도 울진군 근남면,2929,"2,573",0
경상남도 남해군 설천면,2930,"2,572",0
강원특별자치도 춘천시 조운동,2931,"2,571",0
경상북도 영덕군 축산면,2932,"2,565",0
경상북도 고령군 성산면,2933,"2,564",0
전라남도 장성군 북이면,2934,"2,561",0
강원특별자치도 양양군 현북면,2935,"2,558",0
전라남도 여수시 한려동,2936,"2,555",0
전북특별자치도 정읍시 고부면,2937,"2,552",0
경기도 연천군 백학면,2938,"2,551",0
전북특별자치도 익산시 삼기면,2939,"2,551",0
전라남도 장흥군 안양면,2940,"2,546",0
경기도 여주시 산북면,2941,"2,537",0
경상남도 통영시 명정동,2942,"2,536",0
전라남도 무안군 운남면,2943,"2,532",0
전라남도 해남군 현산면,2944,"2,531",0
전라남도 광양시 진상면,2945,"2,525",0
강원특별자치도 동해시 삼화동,2946,"2,524",0
경상북도 김천시 구성면,2947,"2,524",0
강원특별자치도 화천군 간동면,2948,"2,522",0
전라남도 순천시 저전동,2949,"2,516",0
충청북도 영동군 학산면,2950,"2,512",0
충청남도 청양군 남양면,2951,"2,510",0
충청북도 괴산군 불정면,2952,"2,502",0
전라남도 순천시 중앙동,2953,"2,501",0
전라남도 담양군 금성면,2954,"2,497",0
경상남도 하동군 금성면,2955,"2,497",0
강원특별자치도 춘천시 신동면,2956,"2,486",0
전북특별자치도 군산시 서수면,2957,"2,480",0
전라남도 목포시 만호동,2958,"2,480",0
전북특별자치도 익산시 용안면,2959,"2,478",0
강원특별자치도 양양군 서면,2960,"2,477",0
경상남도 밀양시 내일동,2961,"2,477",0
경기도 포천시 관인면,2962,"2,475",0
경상남도 고성군 하이면,2963,"2,473",0
전라남도 해남군 북평면,2964,"2,472",0
충청북도 충주시 성내·충인동,2965,"2,465",0
경상북도 문경시 산북면,2966,"2,465",0
충청남도 보령시 청소면,2967,"2,461",0
전북특별자치도 고창군 해리면,2968,"2,461",0
강원특별자치도 평창군 방림면,2969,"2,457",0
전라남도 순천시 황전면,2970,"2,457",0
경상북도 예천군 지보면,2971,"2,456",0
전북특별자치도 정읍시 입암면,2972,"2,452",0
전북특별자치도 진안군 부귀면,2973,"2,446",0
경상북도 안동시 길안면,2974,"2,446",0
전라남도 광양시 진월면,2975,"2,443",0
전라남도 고흥군 점암면,2976,"2,443",0
전북특별자치도 군산시 옥서면,2977,"2,440",0
충청남도 예산군 응봉면,2978,"2,439",0
전라남도 담양군 봉산면,2979,"2,439",0
경상남도 진주시 일반성면,2980,"2,438",0
경기도 연천군 신서면,2981,"2,435",0
전라남도 장흥군 회진면,2982,"2,429",0
충청남도 홍성군 은하면,2983,"2,428",0
충청남도 금산군 군북면,2984,"2,420",0
경상북도 예천군 유천면,2985,"2,419",0
강원특별자치도 원주시 중앙동,2986,"2,415",0
경상북도 안동시 일직면,2987,"2,413",0
경상남도 창녕군 대지면,2988,"2,411",0
전북특별자치도 고창군 부안면,2989,"2,409",0
광주광역시 광산구 삼도동,2990,"2,401",0
세종특별자치시 세종시 소정면,2991,"2,401",0
경상남도 창원시 마산합포구 가포동,2992,"2,398",0
충청남도 예산군 봉산면,2993,"2,392",0
전북특별자치도 부안군 동진면,2994,"2,391",0
강원특별자치도 정선군 북평면,2995,"2,387",0
강원특별자치도 횡성군 갑천면,2996,"2,382",0
경상북도 의성군 비안면,2997,"2,379",0
경상북도 청송군 안덕면,2998,"2,377",0
전라남도 신안군 도초면,2999,"2,362",0
경상북도 예천군 감천면,3000,"2,360",0
경상북도 상주시 모서면,3001,"2,358",0
전북특별자치도 무주군 적상면,3002,"2,356",0
강원특별자치도 철원군 근남면,3003,"2,353",0
경상북도 문경시 농암면,3004,"2,353",0
충청남도 예산군 대술면,3005,"2,352",0
전북특별자치도 김제시 공덕면,3006,"2,350",0
경상북도 상주시 청리면,3007,"2,350",0
전북특별자치도 고창군 공음면,3008,"2,349",0
경상남도 창녕군 계성면,3009,"2,344",0
전북특별자치도 고창군 아산면,3010,"2,337",0
경상북도 문경시 호계면,3011,"2,334",0
경상북도 영주시 봉현면,3012,"2,333",0
강원특별자치도 횡성군 청일면,3013,"2,316",0
충청남도 서천군 한산면,3014,"2,314",0
경상북도 울진군 기성면,3015,"2,314",0
강원특별자치도 홍천군 내촌면,3016,"2,311",0
전라남도 구례군 토지면,3017,"2,311",0
충청남도 태안군 고남면,3018,"2,308",0
경상북도 청송군 부남면,3019,"2,302",0
경상북도 상주시 외서면,3020,"2,301",0
강원특별자치도 태백시 구문소동,3021,"2,299",0
전북특별자치도 부안군 줄포면,3022,"2,294",0
경상남도 함안군 함안면,3023,"2,290",0
강원특별자치도 춘천시 사북면,3024,"2,284",0
전라남도 해남군 마산면,3025,"2,283",0
전북특별자치도 남원시 주천면,3026,"2,278",0
전라남도 담양군 무정면,3027,"2,277",0
전라남도 구례군 마산면,3028,"2,276",0
충청남도 논산시 벌곡면,3029,"2,275",0
전라남도 완도군 청산면,3030,"2,274",0
경상북도 문경시 영순면,3031,"2,270",0
경상남도 남해군 서면,3032,"2,270",0
경상북도 청송군 현서면,3033,"2,269",0
전라남도 순천시 승주읍,3034,"2,268",0
충청남도 천안시 동남구 동면,3035,"2,267",0
전북특별자치도 부안군 하서면,3036,"2,266",0
인천광역시 동구 금창동,3037,"2,261",0
충청남도 보령시 주포면,3038,"2,258",0
경상남도 거창군 남상면,3039,"2,252",0
충청북도 단양군 대강면,3040,"2,251",0
충청남도 금산군 부리면,3041,"2,251",0
강원특별자치도 홍천군 두촌면,3042,"2,248",0
경상남도 남해군 미조면,3043,"2,246",0
경상남도 합천군 야로면,3044,"2,245",0
전북특별자치도 고창군 심원면,3045,"2,242",0
경상남도 창녕군 이방면,3046,"2,236",0
충청남도 홍성군 결성면,3047,"2,225",0
전북특별자치도 부안군 백산면,3048,"2,221",0
대전광역시 동구 대청동,3049,"2,217",0
충청북도 보은군 삼승면,3050,"2,216",0
경상북도 영덕군 남정면,3051,"2,215",0
전북특별자치도 김제시 진봉면,3052,"2,210",0
충청남도 부여군 구룡면,3053,"2,208",0
경상북도 청도군 각북면,3054,"2,208",0
전북특별자치도 부안군 보안면,3055,"2,206",0
경상북도 예천군 용궁면,3056,"2,205",0
강원특별자치도 양양군 손양면,3057,"2,203",0
충청남도 서천군 종천면,3058,"2,202",0
대구광역시 군위군 소보면,3059,"2,199",0
충청남도 청양군 장평면,3060,"2,199",0
강원특별자치도 고성군 현내면,3061,"2,198",0
충청북도 옥천군 청성면,3062,"2,196",0
전라남도 나주시 세지면,3063,"2,195",0
전라남도 강진군 도암면,3064,"2,194",0
경기도 포천시 창수면,3065,"2,189",0
전북특별자치도 정읍시 정우면,3066,"2,187",0
전북특별자치도 고창군 고수면,3067,"2,186",0
충청남도 보령시 주산면,3068,"2,183",0
전북특별자치도 고창군 상하면,3069,"2,182",0
경기도 광주시 남한산성면,3070,"2,181",0
경상남도 진주시 진성면,3071,"2,180",0
경상남도 함양군 수동면,3072,"2,179",0
전북특별자치도 무주군 무풍면,3073,"2,178",0
제주특별자치도 제주시 일도1동,3074,"2,177",0
경상북도 김천시 개령면,3075,"2,176",0
광주광역시 북구 석곡동,3076,"2,166",0
경상북도 성주군 대가면,3077,"2,166",0
충청북도 괴산군 연풍면,3078,"2,165",0
충청남도 부여군 외산면,3079,"2,165",0
강원특별자치도 원주시 부론면,3080,"2,152",0
경상남도 진주시 금곡면,3081,"2,151",0
경상남도 합천군 초계면,3082,"2,151",0
전라남도 담양군 월산면,3083,"2,147",0
전라남도 영광군 군서면,3084,"2,147",0
대구광역시 군위군 의흥면,3085,"2,142",0
전라남도 곡성군 석곡면,3086,"2,141",0
제주특별자치도 서귀포시 정방동,3087,"2,141",0
충청북도 충주시 노은면,3088,"2,136",0
전북특별자치도 군산시 해신동,3089,"2,134",0
충청남도 부여군 초촌면,3090,"2,132",0
전라남도 신안군 자은면,3091,"2,132",0
충청남도 청양군 대치면,3092,"2,130",0
경상남도 진주시 수곡면,3093,"2,129",0
전라남도 완도군 약산면,3094,"2,128",0
충청남도 당진시 대호지면,3095,"2,126",0
전라남도 나주시 동강면,3096,"2,125",0
충청북도 충주시 산척면,3097,"2,122",0
서울특별시 종로구 삼청동,3098,"2,115",0
전라남도 곡성군 입면,3099,"2,107",0
전북특별자치도 김제시 죽산면,3100,"2,106",0
인천광역시 옹진군 연평면,3101,"2,105",0
경상남도 합천군 용주면,3102,"2,090",0
충청남도 청양군 운곡면,3103,"2,087",0
전라남도 고흥군 남양면,3104,"2,085",0
경기도 하남시 춘궁동,3105,"2,080",0
충청남도 서천군 화양면,3106,"2,079",0
충청북도 괴산군 문광면,3107,"2,077",0
충청북도 영동군 상촌면,3108,"2,070",0
전라남도 영광군 군남면,3109,"2,070",0
전북특별자치도 부안군 행안면,3110,"2,069",0
충청북도 괴산군 소수면,3111,"2,067",0
충청남도 태안군 이원면,3112,"2,064",0
전북특별자치도 부안군 진서면,3113,"2,063",0
전라남도 장흥군 용산면,3114,"2,062",0
충청북도 영동군 추풍령면,3115,"2,059",0
전북특별자치도 남원시 이백면,3116,"2,059",0
강원특별자치도 영월군 남면,3117,"2,057",0
경상북도 김천시 조마면,3118,"2,054",0
경상북도 구미시 도개면,3119,"2,051",0
경상북도 예천군 용문면,3120,"2,050",0
경상남도 합천군 율곡면,3121,"2,046",0
충청북도 옥천군 군서면,3122,"2,045",0
경상북도 고령군 개진면,3123,"2,042",0
전북특별자치도 김제시 봉남면,3124,"2,039",0
부산광역시 강서구 가락동,3125,"2,037",0
전북특별자치도 장수군 번암면,3126,"2,035",0
경상북도 영천시 화북면,3127,"2,030",0
충청남도 청양군 화성면,3128,"2,024",0
충청남도 청양군 비봉면,3129,"2,023",0
경상북도 봉화군 명호면,3130,"2,022",0
충청북도 제천시 덕산면,3131,"2,019",0
전북특별자치도 남원시 금지면,3132,"2,017",0
전라남도 구례군 광의면,3133,"2,017",0
경상북도 김천시 대덕면,3134,"2,017",0
전북특별자치도 순창군 구림면,3135,"2,015",0
경상북도 청도군 각남면,3136,"2,015",0
광주광역시 광산구 임곡동,3137,"2,013",0
경상북도 영주시 이산면,3138,"2,012",0
충청북도 청주시 상당구 낭성면,3139,"2,003",0
전북특별자치도 군산시 나포면,3140,"2,002",0
충청북도 보은군 마로면,3141,"2,001",0
경상남도 통영시 욕지면,3142,"2,000",0
경상북도 울진군 매화면,3143,"1,999",0
전북특별자치도 익산시 함라면,3144,"1,997",0
강원특별자치도 원주시 귀래면,3145,"1,996",0
전북특별자치도 정읍시 칠보면,3146,"1,995",0
경상북도 의성군 안평면,3147,"1,995",0
전라남도 영암군 도포면,3148,"1,993",0
전라남도 영암군 미암면,3149,"1,993",0
대구광역시 군위군 부계면,3150,"1,992",0
경상북도 상주시 화동면,3151,"1,990",0
경상북도 영주시 장수면,3152,"1,989",0
충청남도 금산군 남이면,3153,"1,984",0
경상남도 함안군 칠북면,3154,"1,983",0
전북특별자치도 고창군 신림면,3155,"1,978",0
전라남도 나주시 공산면,3156,"1,978",0
충청남도 논산시 채운면,3157,"1,977",0
전라남도 고흥군 대서면,3158,"1,973",0
충청북도 진천군 백곡면,3159,"1,970",0
전라남도 여수시 화정면,3160,"1,969",0
전라남도 강진군 칠량면,3161,"1,966",0
충청북도 괴산군 감물면,3162,"1,965",0
경상북도 영양군 입암면,3163,"1,964",0
부산광역시 금정구 선두구동,3164,"1,961",0
경상북도 청송군 현동면,3165,"1,959",0
인천광역시 강화군 삼산면,3166,"1,955",0
경기도 안성시 고삼면,3167,"1,953",0
충청남도 보령시 성주면,3168,"1,951",0
강원특별자치도 양구군 동면,3169,"1,947",0
경상북도 상주시 공검면,3170,"1,946",0
전북특별자치도 정읍시 소성면,3171,"1,944",0
전라남도 광양시 봉강면,3172,"1,944",0
경기도 시흥시 과림동,3173,"1,941",0
경상북도 영주시 문수면,3174,"1,938",0
전라남도 여수시 삼일동,3175,"1,935",0
경상북도 구미시 지산동,3176,"1,935",0
경상북도 문경시 동로면,3177,"1,935",0
강원특별자치도 횡성군 서원면,3178,"1,931",0
전북특별자치도 순창군 복흥면,3179,"1,931",0
강원특별자치도 영월군 무릉도원면,3180,"1,926",0
전라남도 여수시 삼산면,3181,"1,926",0
전라남도 해남군 계곡면,3182,"1,924",0
경상남도 고성군 삼산면,3183,"1,920",0
전북특별자치도 장수군 천천면,3184,"1,919",0
전북특별자치도 부안군 상서면,3185,"1,919",0
전라남도 장흥군 장평면,3186,"1,919",0
충청북도 충주시 살미면,3187,"1,915",0
전라남도 장성군 북하면,3188,"1,911",0
경상북도 안동시 남선면,3189,"1,910",0
경상남도 하동군 고전면,3190,"1,908",0
강원특별자치도 영월군 북면,3191,"1,901",0
충청북도 제천시 수산면,3192,"1,901",0
전북특별자치도 남원시 산내면,3193,"1,901",0
경상북도 성주군 가천면,3194,"1,898",0
충청북도 단양군 가곡면,3195,"1,895",0
강원특별자치도 인제군 상남면,3196,"1,891",0
경상남도 통영시 한산면,3197,"1,891",0
경상북도 봉화군 소천면,3198,"1,888",0
충청남도 서천군 판교면,3199,"1,887",0
전북특별자치도 완주군 운주면,3200,"1,887",0
전북특별자치도 장수군 계남면,3201,"1,886",0
경상남도 함양군 지곡면,3202,"1,884",0
제주특별자치도 제주시 추자면,3203,"1,883",0
경상남도 산청군 생초면,3204,"1,880",0
경상남도 거창군 마리면,3205,"1,879",0
경기도 광명시 학온동,3206,"1,878",0
충청북도 보은군 수한면,3207,"1,871",0
강원특별자치도 태백시 철암동,3208,"1,867",0
경상북도 봉화군 석포면,3209,"1,864",0
전라남도 해남군 북일면,3210,"1,861",0
전라남도 장성군 동화면,3211,"1,860",0
충청북도 충주시 소태면,3212,"1,859",0
전북특별자치도 김제시 황산면,3213,"1,855",0
충청북도 제천시 금성면,3214,"1,852",0
경상북도 영양군 석보면,3215,"1,852",0
인천광역시 옹진군 북도면,3216,"1,849",0
경상북도 봉화군 봉성면,3217,"1,849",0
경상북도 봉화군 법전면,3218,"1,849",0
경상북도 포항시 남구 호미곶면,3219,"1,848",0
경상북도 상주시 이안면,3220,"1,846",0
충청남도 청양군 청남면,3221,"1,845",0
강원특별자치도 정선군 여량면,3222,"1,836",0
경상북도 안동시 남후면,3223,"1,835",0
광주광역시 광산구 본량동,3224,"1,833",0
전북특별자치도 정읍시 이평면,3225,"1,833",0
충청북도 증평군 도안면,3226,"1,832",0
경상남도 함양군 마천면,3227,"1,832",0
경상남도 거창군 위천면,3228,"1,832",0
전북특별자치도 완주군 비봉면,3229,"1,828",0
인천광역시 강화군 양사면,3230,"1,827",0
전라남도 신안군 암태면,3231,"1,827",0
경상남도 창녕군 장마면,3232,"1,827",0
충청북도 옥천군 안내면,3233,"1,824",0
